Senator (DEM),Precinct,Pavel Goberman,Loren Hooker,Ron Wyden,Write-ins,Over Votes,Under Votes,,,,,,
,4,30,44,1,0,4,,,,,,,
,5,40,72,3,0,3,,,,,,,
,6,32,73,1,0,1,,,,,,,
,7,33,114,0,0,4,,,,,,,
,8,40,104,0,0,2,,,,,,,
,9,28,30,0,0,2,,,,,,,
,10,26,53,1,0,4,,,,,,,
,11,17,78,0,0,3,,,,,,,
,12,18,90,2,0,4,,,,,,,
,13,40,96,1,0,4,,,,,,,
,14,33,57,1,0,5,,,,,,,
,15,18,67,0,0,4,,,,,,,
,16,40,109,1,0,6,,,,,,,
,17,18,71,0,0,2,,,,,,,
,18,17,30,0,0,1,,,,,,,
,19,57,149,0,0,10,,,,,,,
,20,52,123,5,0,2,,,,,,,
,21,16,75,0,0,6,,,,,,,
,22,15,95,0,0,4,,,,,,,
,23,33,129,0,0,2,,,,,,,
,24,26,73,3,0,6,,,,,,,
,25,24,69,0,0,2,,,,,,,
,26,92,299,4,0,19,,,,,,,
,27,20,90,3,0,3,,,,,,,
,28,19,92,1,0,11,,,,,,,
,29,33,102,1,0,4,,,,,,,
,30,11,36,1,0,3,,,,,,,
,31,45,103,0,0,6,,,,,,,
,32,16,104,0,0,12,,,,,,,
,33,54,194,3,0,13,,,,,,,
,34,44,142,0,0,6,,,,,,,
,35,37,109,1,0,9,,,,,,,
,36,23,89,0,0,4,,,,,,,
,37,19,72,0,0,4,,,,,,,
,38,18,103,1,0,7,,,,,,,
,39,0,6,0,0,0,,,,,,,
,40,67,149,2,0,6,,,,,,,
,41,10,51,0,1,0,,,,,,,
,42,12,29,1,0,2,,,,,,,
,43,17,70,0,0,4,,,,,,,
,44,13,18,1,0,0,,,,,,,
,45,28,73,1,0,5,,,,,,,
,46,36,75,1,0,5,,,,,,,
,47,32,104,0,0,6,,,,,,,
,48,21,48,1,0,3,,,,,,,
,49,24,78,2,0,5,,,,,,,
,50,1,11,0,0,0,,,,,,,
,51,7,31,0,0,0,,,,,,,
,52,2,3,0,0,1,,,,,,,
,53,59,272,3,0,21,,,,,,,
,55,20,47,0,0,1,,,,,,,
,TOTAL,1510,4495,46,1,247,,,,,,,
Governor (DEM),Precinct,Roger Obrist,John Kitzhaber,Bill Bradbury,Write-ins,Over Votes,Under Votes,,,,,,
,1,2,21,18,0,0,0,,,,,,
,2,9,42,22,2,0,2,,,,,,
,3,1,43,14,0,0,1,,,,,,
,4,11,40,22,4,0,2,,,,,,
,5,11,66,35,3,0,3,,,,,,
,6,5,60,40,1,0,1,,,,,,
,7,10,94,44,1,0,2,,,,,,
,8,12,83,42,3,0,6,,,,,,
,9,4,24,26,6,0,0,,,,,,
,10,6,48,23,3,0,4,,,,,,
,11,4,63,28,1,0,2,,,,,,
,12,8,80,17,4,0,5,,,,,,
,13,8,81,48,2,0,2,,,,,,
,14,6,57,26,5,0,2,,,,,,
,15,3,47,33,1,0,5,,,,,,
,16,5,99,43,4,0,5,,,,,,
,17,2,61,24,0,0,4,,,,,,
,18,7,24,15,0,0,2,,,,,,
,19,19,117,68,1,0,11,,,,,,
,20,12,105,53,8,0,4,,,,,,
,21,2,64,27,3,0,1,,,,,,
,22,3,65,44,0,0,2,,,,,,
,23,12,113,34,2,0,3,,,,,,
,24,6,65,29,5,0,3,,,,,,
,25,2,67,24,1,0,1,,,,,,
,26,19,240,131,6,0,18,,,,,,
,27,9,69,35,3,0,0,,,,,,
,28,8,64,42,1,0,8,,,,,,
,29,6,104,27,2,0,1,,,,,,
,30,3,23,19,3,0,3,,,,,,
,31,12,73,62,5,0,2,,,,,,
,32,4,85,35,2,0,6,,,,,,
,33,15,148,85,7,0,9,,,,,,
,34,11,123,49,4,0,5,,,,,,
,35,18,93,40,2,0,3,,,,,,
,36,3,63,45,1,0,4,,,,,,
,37,6,55,29,1,0,4,,,,,,
,38,2,88,31,2,0,6,,,,,,
,39,0,5,1,0,0,0,,,,,,
,40,18,131,62,7,0,6,,,,,,
,41,3,41,15,0,0,3,,,,,,
,42,4,24,14,1,0,1,,,,,,
,43,13,50,20,2,0,6,,,,,,
,44,3,16,11,1,0,1,,,,,,
,45,9,61,31,2,0,4,,,,,,
,46,9,67,32,2,0,7,,,,,,
,47,12,77,46,1,0,6,,,,,,
,48,3,34,30,3,0,3,,,,,,
,49,6,63,37,2,0,1,,,,,,
,50,0,7,4,0,0,1,,,,,,
,51,0,30,7,0,0,1,,,,,,
,52,1,3,2,0,0,0,,,,,,
,53,15,209,110,10,0,11,,,,,,
,55,12,25,25,0,0,6,,,,,,
,TOTAL,394,3700,1876,130,0,199,,,,,,
State Treasurer (DEM),Precinct,Rick Metsger,Ted Wheeler,Write-ins,Over Votes,Under Votes,,,,,,,
,1,18,23,0,0,0,,,,,,,
,2,23,42,0,0,12,,,,,,,
,3,28,27,0,0,4,,,,,,,
,4,31,38,0,0,10,,,,,,,
,5,42,63,3,0,10,,,,,,,
,6,56,44,1,0,6,,,,,,,
,7,67,70,0,0,14,,,,,,,
,8,58,72,0,0,16,,,,,,,
,9,30,24,0,0,6,,,,,,,
,10,35,39,2,0,8,,,,,,,
,11,29,55,0,0,14,,,,,,,
,12,40,56,3,0,15,,,,,,,
,13,52,74,0,0,15,,,,,,,
,14,42,45,1,0,8,,,,,,,
,15,41,36,0,0,12,,,,,,,
,16,64,69,0,0,23,,,,,,,
,17,37,43,0,0,11,,,,,,,
,18,12,27,0,0,9,,,,,,,
,19,90,92,1,0,33,,,,,,,
,20,67,85,2,0,28,,,,,,,
,21,38,46,2,0,11,,,,,,,
,22,44,58,0,0,12,,,,,,,
,23,65,89,0,0,10,,,,,,,
,24,43,50,2,0,13,,,,,,,
,25,34,50,0,0,11,,,,,,,
,26,152,212,4,1,45,,,,,,,
,27,40,64,2,0,10,,,,,,,
,28,42,57,0,1,23,,,,,,,
,29,48,74,0,0,18,,,,,,,
,30,23,21,0,0,7,,,,,,,
,31,63,76,1,0,14,,,,,,,
,32,51,61,0,0,20,,,,,,,
,33,96,136,1,0,31,,,,,,,
,34,51,115,0,0,26,,,,,,,
,35,50,82,1,0,23,,,,,,,
,36,34,66,0,0,16,,,,,,,
,37,39,47,1,0,8,,,,,,,
,38,40,68,1,0,20,,,,,,,
,39,2,4,0,0,0,,,,,,,
,40,67,115,2,0,40,,,,,,,
,41,22,28,0,0,12,,,,,,,
,42,15,24,1,0,4,,,,,,,
,43,43,37,1,0,10,,,,,,,
,44,8,18,1,0,5,,,,,,,
,45,37,50,2,0,18,,,,,,,
,46,42,57,1,0,17,,,,,,,
,47,61,68,0,0,13,,,,,,,
,48,29,35,2,0,7,,,,,,,
,49,38,61,2,0,8,,,,,,,
,50,7,5,0,0,0,,,,,,,
,51,23,12,0,0,3,,,,,,,
,52,3,1,0,0,2,,,,,,,
,53,113,183,2,0,57,,,,,,,
,55,24,38,0,0,6,,,,,,,
,TOTAL,2349,3132,42,2,774,,,,,,,
"State Senator, 16th District (DEM)",Precinct,Betsy Johnson,Write-ins,Over Votes,Under Votes,,,,,,,,
,1,32,3,0,6,,,,,,,,
,2,70,2,0,5,,,,,,,,
,3,56,1,0,2,,,,,,,,
,4,60,2,0,17,,,,,,,,
,5,90,3,0,25,,,,,,,,
,6,87,3,0,17,,,,,,,,
,7,111,3,0,37,,,,,,,,
,8,112,4,0,30,,,,,,,,
,9,51,3,0,6,,,,,,,,
,10,61,5,0,18,,,,,,,,
,11,71,4,0,23,,,,,,,,
,12,91,4,0,19,,,,,,,,
,13,101,2,0,38,,,,,,,,
,14,78,0,0,18,,,,,,,,
,15,68,1,0,20,,,,,,,,
,16,113,4,0,39,,,,,,,,
,17,67,2,0,22,,,,,,,,
,18,38,0,0,10,,,,,,,,
,19,138,6,0,72,,,,,,,,
,20,127,11,0,44,,,,,,,,
,21,81,4,0,12,,,,,,,,
,22,93,0,0,21,,,,,,,,
,23,133,2,0,29,,,,,,,,
,24,83,3,0,22,,,,,,,,
,25,69,3,0,23,,,,,,,,
,26,311,21,0,82,,,,,,,,
,27,92,6,0,18,,,,,,,,
,28,88,3,0,32,,,,,,,,
,29,110,1,0,29,,,,,,,,
,30,34,4,0,13,,,,,,,,
,31,120,3,0,31,,,,,,,,
,32,104,1,0,27,,,,,,,,
,33,196,9,0,59,,,,,,,,
,34,156,7,0,29,,,,,,,,
,35,101,4,0,51,,,,,,,,
,36,82,5,0,29,,,,,,,,
,37,71,7,0,17,,,,,,,,
,38,94,4,0,31,,,,,,,,
,39,5,1,0,0,,,,,,,,
,40,149,11,0,64,,,,,,,,
,41,45,2,0,15,,,,,,,,
,42,34,2,0,8,,,,,,,,
,43,68,3,0,20,,,,,,,,
,44,21,3,0,8,,,,,,,,
,45,78,1,0,28,,,,,,,,
,46,88,3,0,26,,,,,,,,
,47,97,4,0,41,,,,,,,,
,48,57,3,0,13,,,,,,,,
,49,84,4,0,21,,,,,,,,
,50,12,0,0,0,,,,,,,,
,51,27,0,0,11,,,,,,,,
,52,4,0,0,2,,,,,,,,
,53,284,4,0,67,,,,,,,,
,55,45,3,0,20,,,,,,,,
,TOTAL,4738,194,0,1367,,,,,,,,
"State House, 31st District (DEM)",Precinct,Brad Witt,Write-ins,Over Votes,Under Votes,,,,,,,,
,1,34,0,0,7,,,,,,,,
,2,66,0,0,11,,,,,,,,
,3,55,1,0,3,,,,,,,,
,4,54,2,0,23,,,,,,,,
,5,93,2,0,23,,,,,,,,
,6,88,1,0,18,,,,,,,,
,7,115,1,0,35,,,,,,,,
,8,101,2,0,43,,,,,,,,
,9,48,2,0,10,,,,,,,,
,10,60,3,0,21,,,,,,,,
,11,71,2,0,25,,,,,,,,
,12,92,2,0,20,,,,,,,,
,13,110,0,0,31,,,,,,,,
,14,76,2,0,18,,,,,,,,
,15,69,1,0,19,,,,,,,,
,16,115,2,0,39,,,,,,,,
,17,68,0,0,23,,,,,,,,
,18,34,0,0,14,,,,,,,,
,19,138,4,0,74,,,,,,,,
,20,127,7,0,48,,,,,,,,
,21,84,1,0,12,,,,,,,,
,22,90,0,0,24,,,,,,,,
,23,134,3,0,27,,,,,,,,
,24,85,2,0,21,,,,,,,,
,25,69,2,0,24,,,,,,,,
,26,310,12,0,92,,,,,,,,
,27,94,2,0,20,,,,,,,,
,28,88,3,0,32,,,,,,,,
,29,103,0,0,37,,,,,,,,
,30,32,1,0,18,,,,,,,,
,31,119,0,0,35,,,,,,,,
,32,93,0,0,39,,,,,,,,
,33,205,3,0,56,,,,,,,,
,34,151,3,0,38,,,,,,,,
,35,100,2,0,54,,,,,,,,
,36,76,2,0,38,,,,,,,,
,37,72,5,0,18,,,,,,,,
,38,92,3,0,34,,,,,,,,
,39,5,1,0,0,,,,,,,,
,40,144,4,0,76,,,,,,,,
,41,42,1,0,19,,,,,,,,
,42,36,1,0,7,,,,,,,,
,43,70,3,0,18,,,,,,,,
,44,21,3,0,8,,,,,,,,
,46,89,3,0,25,,,,,,,,
,47,99,1,0,42,,,,,,,,
,48,54,3,0,16,,,,,,,,
,49,79,1,0,29,,,,,,,,
,50,12,0,0,0,,,,,,,,
,52,4,0,0,2,,,,,,,,
,53,279,2,0,74,,,,,,,,
,55,44,1,0,23,,,,,,,,
,TOTAL,4589,102,0,1463,,,,,,,,
"State House, 32nd District (DEM)",Precinct,Deborah Boone,Write-ins,Over Votes,Under Votes,,,,,,,,
,45,77,2,0,28,,,,,,,,
,51,29,0,0,9,,,,,,,,
,TOTAL,106,2,0,37,,,,,,,,
Senator (REP),Precinct,Tom Stutzman,Robin S Parker,Loren Later,G Shane Dinkel,Jim Huffman,Walter H Woodland,Keith Waldron,Write-ins,Over Votes,Under Votes,,
,1,6,2,5,3,16,1,1,0,0,13,,
,2,1,4,9,3,36,0,3,0,0,10,,
,3,4,1,4,4,7,0,2,0,0,6,,
,4,5,0,4,16,18,0,2,1,0,6,,
,5,8,3,13,11,25,1,2,1,0,11,,
,6,6,4,15,18,26,2,5,1,0,4,,
,7,8,2,5,12,23,0,2,1,0,8,,
,8,12,2,7,29,25,2,5,2,0,12,,
,9,6,0,4,0,8,0,2,0,0,6,,
,10,3,4,9,5,23,0,4,0,0,6,,
,11,6,1,2,8,25,1,2,0,0,7,,
,12,6,2,7,0,36,0,1,0,0,7,,
,13,3,3,13,8,31,2,5,1,0,22,,
,14,13,2,5,31,18,1,9,2,0,13,,
,15,3,4,4,2,8,0,3,1,0,7,,
,16,9,9,19,10,25,2,5,1,0,14,,
,17,6,2,5,4,18,0,6,1,0,3,,
,18,4,3,6,2,6,0,2,0,0,4,,
,19,11,7,19,16,71,2,15,1,0,22,,
,20,6,4,14,21,41,2,7,2,0,16,,
,21,3,3,5,2,18,2,3,0,0,2,,
,22,2,0,11,10,22,0,4,0,0,9,,
,23,5,7,9,19,30,4,3,1,0,10,,
,24,2,9,2,9,21,0,4,0,0,9,,
,25,8,1,1,5,14,1,4,0,0,6,,
,26,31,10,46,40,115,7,17,5,0,50,,
,27,4,3,3,4,17,1,1,0,0,6,,
,28,9,5,1,10,32,1,4,0,0,12,,
,29,6,0,16,2,28,2,2,1,0,16,,
,30,1,0,5,6,21,1,2,0,0,7,,
,31,7,5,5,15,60,2,4,2,0,14,,
,32,13,2,8,19,31,0,5,0,0,10,,
,33,16,10,22,16,80,3,9,1,1,16,,
,34,9,2,13,15,55,0,10,1,0,13,,
,35,10,2,15,9,33,1,8,1,0,21,,
,36,4,4,7,6,38,0,3,1,0,3,,
,37,9,2,2,2,23,3,4,2,1,9,,
,38,12,5,7,11,33,2,3,1,0,7,,
,39,3,0,2,0,2,0,0,0,0,0,,
,40,11,9,26,25,68,2,6,3,0,19,,
,41,5,0,8,5,22,0,6,1,0,13,,
,42,6,0,5,11,14,2,3,2,0,6,,
,43,3,4,2,5,15,1,7,1,0,12,,
,44,8,3,9,3,13,0,3,0,0,3,,
,45,10,4,7,14,35,3,7,0,0,12,,
,46,15,5,11,16,26,4,4,1,0,10,,
,47,6,4,11,14,29,1,6,2,0,9,,
,48,2,1,8,10,23,1,1,0,0,7,,
,49,12,1,9,15,35,0,2,0,0,4,,
,50,0,0,2,1,4,0,1,0,0,0,,
,51,4,2,5,8,8,0,4,0,0,5,,
,52,2,1,0,1,8,0,0,0,0,1,,
,53,18,5,27,28,91,6,14,2,0,31,,
,55,1,3,6,9,5,0,1,0,1,4,,
,TOTAL,383,171,485,568,1555,66,238,43,3,553,,
"House, 1st Dist (REP)",Precinct,Douglas Fitzgerald Keller,John Kuzmanich,Stephan Andrew Brodhead,Rob Cornilles,Write-ins,Over Votes,Under Votes,,,,,
,1,11,16,0,7,0,0,13,,,,,
,2,20,21,0,13,0,0,12,,,,,
,3,4,7,3,9,0,0,5,,,,,
,4,11,17,0,20,0,0,4,,,,,
,5,22,24,4,18,0,0,7,,,,,
,6,27,28,2,19,0,0,5,,,,,
,7,21,10,1,19,0,0,10,,,,,
,8,31,37,2,18,1,0,7,,,,,
,9,5,2,1,13,0,0,5,,,,,
,10,12,13,0,21,0,0,8,,,,,
,11,12,20,2,12,1,0,5,,,,,
,12,14,14,1,20,0,0,10,,,,,
,13,17,31,2,19,1,0,18,,,,,
,14,20,23,14,23,2,0,12,,,,,
,15,10,8,0,7,1,0,6,,,,,
,16,23,30,1,24,1,2,13,,,,,
,17,12,10,1,18,1,0,3,,,,,
,18,7,11,0,6,0,0,3,,,,,
,19,37,50,11,39,1,0,26,,,,,
,20,29,41,2,24,1,0,16,,,,,
,21,11,10,2,11,0,0,4,,,,,
,22,10,18,1,17,0,0,12,,,,,
,23,36,21,3,14,1,0,13,,,,,
,24,21,14,5,7,0,0,9,,,,,
,25,10,11,4,9,0,0,6,,,,,
,26,79,95,7,93,1,0,46,,,,,
,27,10,7,3,10,0,0,9,,,,,
,28,24,22,1,15,0,1,11,,,,,
,29,14,13,0,30,1,0,15,,,,,
,30,14,10,0,12,0,0,7,,,,,
,31,29,34,0,28,2,0,21,,,,,
,32,38,17,0,24,0,0,9,,,,,
,33,50,50,3,50,1,0,20,,,,,
,34,32,25,2,43,0,0,16,,,,,
,35,27,27,1,31,1,0,13,,,,,
,36,19,19,1,23,0,0,4,,,,,
,37,16,18,2,10,0,0,11,,,,,
,38,23,17,4,26,1,0,10,,,,,
,39,0,6,0,1,0,0,0,,,,,
,40,38,75,1,32,0,0,23,,,,,
,41,19,12,2,16,0,0,11,,,,,
,42,10,10,4,18,0,0,7,,,,,
,43,19,4,2,14,1,0,10,,,,,
,44,9,7,2,21,0,0,3,,,,,
,45,25,19,2,37,0,0,9,,,,,
,46,33,23,3,23,1,0,9,,,,,
,47,23,23,2,21,2,0,11,,,,,
,48,20,16,0,8,0,0,9,,,,,
,49,26,25,5,13,0,0,9,,,,,
,50,3,1,0,4,0,0,0,,,,,
,51,15,11,0,6,0,0,4,,,,,
,52,3,9,0,0,0,0,1,,,,,
,53,51,58,11,66,1,0,35,,,,,
,55,8,6,1,9,0,0,6,,,,,
,TOTAL,1110,1146,121,1091,23,3,571,,,,,
Governor (REP),Precinct,Bill Sizemore,John Lim,Darren Karr,Clark Colvin,William Ames Curtright,Chris Dudley,Bob Forthan,Allen Alley,Rex O Watkins,Write-ins,Over Votes,Under Votes
,1,3,4,0,0,0,31,0,7,1,0,0,1
,2,1,5,0,0,5,38,0,10,2,1,0,4
,3,3,5,0,0,3,11,0,5,0,0,0,1
,4,2,7,0,0,3,24,0,11,2,0,0,3
,5,6,9,0,0,0,39,0,16,1,1,0,3
,6,7,20,3,0,5,25,0,17,1,0,0,3
,7,5,12,1,1,1,27,0,7,1,1,0,5
,8,14,17,2,0,6,24,0,26,2,1,1,3
,9,0,4,2,0,1,14,0,3,1,0,0,1
,10,4,3,0,2,0,26,0,17,1,0,0,1
,11,3,6,1,0,3,22,0,15,1,0,0,1
,12,1,6,0,0,2,20,0,27,0,0,0,3
,13,5,13,0,1,2,39,0,22,0,1,0,5
,14,8,23,0,1,6,45,0,8,1,2,0,0
,15,3,5,0,0,2,15,0,3,0,0,0,4
,16,11,10,0,0,0,40,0,25,1,1,0,6
,17,4,6,0,0,6,20,0,7,0,1,0,1
,18,5,4,0,0,0,13,0,3,2,0,0,0
,19,16,25,1,0,4,69,1,45,1,0,0,2
,20,5,15,0,0,3,42,0,40,2,0,0,6
,21,4,2,0,0,0,19,0,11,1,0,0,1
,22,2,3,1,0,1,28,1,16,1,0,0,5
,23,7,11,0,0,2,37,0,21,3,2,0,5
,24,6,11,0,0,4,17,0,10,3,1,0,4
,25,1,3,0,0,4,28,0,4,0,0,0,0
,26,20,47,1,1,9,149,0,83,1,2,0,8
,27,0,8,0,0,0,16,0,8,0,0,0,7
,28,8,10,0,1,3,32,0,15,0,0,0,5
,29,6,7,1,1,2,38,0,14,0,0,1,3
,30,1,7,1,0,1,19,0,12,0,0,0,2
,31,9,22,0,0,1,48,0,27,1,1,0,5
,32,8,19,0,0,3,30,0,23,4,0,0,1
,33,9,18,1,0,5,85,0,51,2,1,1,1
,34,7,17,0,0,2,57,0,32,1,0,0,2
,35,10,19,0,0,1,37,0,30,0,1,0,2
,36,3,13,0,0,1,27,0,20,1,0,0,1
,37,6,6,0,0,1,32,1,6,1,0,0,4
,38,4,20,0,0,2,27,0,23,0,0,0,5
,39,0,1,0,0,0,5,0,1,0,0,0,0
,40,13,32,1,1,8,56,0,51,1,0,0,6
,41,3,8,1,0,3,28,0,12,0,1,1,3
,42,1,7,0,0,0,28,0,11,1,1,0,0
,43,3,11,1,0,2,20,0,9,0,1,0,3
,44,4,6,0,0,2,18,0,12,0,0,0,0
,45,9,21,0,0,7,24,0,26,0,0,2,3
,46,17,12,0,0,3,37,0,18,2,0,0,3
,47,3,15,0,0,2,33,0,25,0,1,0,3
,48,2,4,2,0,1,30,0,14,0,0,0,0
,49,9,9,0,2,5,39,0,14,0,0,0,0
,50,1,0,0,0,0,0,0,7,0,0,0,0
,51,4,12,0,0,0,13,0,6,0,0,0,1
,52,1,1,0,0,1,5,0,4,0,0,0,1
,53,17,37,0,0,10,94,0,60,1,2,0,1
,55,2,2,0,0,1,20,0,3,1,0,0,1
,TOTAL,306,620,20,11,139,1760,3,993,45,23,6,139
State Treasurer (REP),Precinct,Chris Teller,Write-ins,Over Votes,Under Votes,,,,,,,,
,1,29,2,0,16,,,,,,,,
,2,42,0,0,24,,,,,,,,
,3,16,0,0,12,,,,,,,,
,4,40,0,0,12,,,,,,,,
,5,53,1,0,21,,,,,,,,
,6,61,1,0,19,,,,,,,,
,7,47,0,0,14,,,,,,,,
,8,63,3,1,29,,,,,,,,
,9,16,0,0,10,,,,,,,,
,10,38,0,0,16,,,,,,,,
,11,38,1,0,13,,,,,,,,
,12,38,1,0,20,,,,,,,,
,13,46,3,0,39,,,,,,,,
,14,59,3,0,32,,,,,,,,
,15,26,1,0,5,,,,,,,,
,16,57,2,0,35,,,,,,,,
,17,29,1,0,15,,,,,,,,
,18,20,0,0,7,,,,,,,,
,19,95,1,0,68,,,,,,,,
,20,71,0,0,42,,,,,,,,
,21,30,2,0,6,,,,,,,,
,22,35,1,0,22,,,,,,,,
,23,67,3,0,18,,,,,,,,
,24,40,2,0,14,,,,,,,,
,25,32,0,0,8,,,,,,,,
,26,208,1,0,112,,,,,,,,
,27,28,1,0,10,,,,,,,,
,28,56,1,0,17,,,,,,,,
,29,44,2,0,27,,,,,,,,
,30,29,0,0,14,,,,,,,,
,31,65,3,0,46,,,,,,,,
,32,54,2,0,32,,,,,,,,
,33,119,6,0,49,,,,,,,,
,34,75,0,0,43,,,,,,,,
,35,58,1,0,41,,,,,,,,
,36,47,0,0,19,,,,,,,,
,37,34,0,0,23,,,,,,,,
,38,55,0,0,26,,,,,,,,
,39,6,0,0,1,,,,,,,,
,40,113,2,0,54,,,,,,,,
,41,38,0,0,22,,,,,,,,
,42,31,3,0,15,,,,,,,,
,43,28,0,0,22,,,,,,,,
,44,29,0,0,13,,,,,,,,
,45,66,2,0,24,,,,,,,,
,46,53,3,0,36,,,,,,,,
,47,49,3,0,30,,,,,,,,
,48,36,1,0,16,,,,,,,,
,49,55,2,0,21,,,,,,,,
,50,7,0,0,1,,,,,,,,
,51,25,0,0,11,,,,,,,,
,52,7,0,0,6,,,,,,,,
,53,145,1,0,76,,,,,,,,
,55,22,0,0,8,,,,,,,,
,TOTAL,2670,62,1,1332,,,,,,,,
"State Senator, 16th District (REP)",Precinct,Bob Horning,Write-ins,Over Votes,Under Votes,,,,,,,,
,1,26,4,0,17,,,,,,,,
,2,42,1,0,23,,,,,,,,
,3,15,2,0,11,,,,,,,,
,4,35,5,0,12,,,,,,,,
,5,43,3,0,29,,,,,,,,
,6,57,1,0,23,,,,,,,,
,7,42,6,0,13,,,,,,,,
,8,59,3,0,34,,,,,,,,
,9,13,1,0,12,,,,,,,,
,10,37,0,0,17,,,,,,,,
,11,38,1,0,13,,,,,,,,
,12,35,5,0,19,,,,,,,,
,13,43,2,0,43,,,,,,,,
,14,51,3,0,40,,,,,,,,
,15,24,0,0,8,,,,,,,,
,16,61,3,0,30,,,,,,,,
,17,29,1,0,15,,,,,,,,
,18,20,0,0,7,,,,,,,,
,19,85,5,0,74,,,,,,,,
,20,64,5,0,44,,,,,,,,
,21,30,0,0,8,,,,,,,,
,22,32,0,0,26,,,,,,,,
,23,62,6,0,20,,,,,,,,
,24,40,2,0,14,,,,,,,,
,25,31,1,0,8,,,,,,,,
,26,205,6,0,110,,,,,,,,
,27,24,0,0,15,,,,,,,,
,28,53,1,0,20,,,,,,,,
,29,45,1,0,27,,,,,,,,
,30,27,1,0,15,,,,,,,,
,31,64,3,0,47,,,,,,,,
,32,59,4,0,25,,,,,,,,
,33,112,6,0,56,,,,,,,,
,34,70,3,0,45,,,,,,,,
,35,58,3,0,39,,,,,,,,
,36,41,0,0,25,,,,,,,,
,37,29,2,0,26,,,,,,,,
,38,51,3,0,27,,,,,,,,
,39,6,0,0,1,,,,,,,,
,40,111,2,0,56,,,,,,,,
,41,34,2,0,24,,,,,,,,
,42,29,3,0,17,,,,,,,,
,43,26,3,0,21,,,,,,,,
,44,26,1,0,15,,,,,,,,
,45,69,3,0,20,,,,,,,,
,46,52,4,0,36,,,,,,,,
,47,51,4,0,27,,,,,,,,
,48,36,0,0,17,,,,,,,,
,49,59,1,0,18,,,,,,,,
,50,8,0,0,0,,,,,,,,
,51,20,0,0,16,,,,,,,,
,52,9,1,0,3,,,,,,,,
,53,145,6,0,71,,,,,,,,
,55,22,0,0,8,,,,,,,,
,TOTAL,2555,123,0,1387,,,,,,,,
"State House, 31st District (REP)",Precinct,Ed DeCoste,Write-ins,Over Votes,Under Votes,,,,,,,,
,1,26,0,0,21,,,,,,,,
,2,35,0,0,31,,,,,,,,
,3,13,0,0,15,,,,,,,,
,4,38,0,0,14,,,,,,,,
,5,41,3,0,31,,,,,,,,
,6,51,1,0,29,,,,,,,,
,7,40,0,0,21,,,,,,,,
,8,52,3,0,41,,,,,,,,
,9,13,0,0,13,,,,,,,,
,10,34,0,0,20,,,,,,,,
,11,35,2,0,15,,,,,,,,
,12,30,1,0,28,,,,,,,,
,13,41,1,0,46,,,,,,,,
