ContestOrder,Contest,Contest ID,Choice,Precinct,BallotsWith Contest,Votes,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice,Ballots WithVotes for Others
100,US Senator (Vote for 1),64,Jo Rae Perkins,372,"1,520",332,1,30,"1,157"
100,US Senator (Vote for 1),64,Jo Rae Perkins,373,327,159,0,2,166
100,US Senator (Vote for 1),64,Jo Rae Perkins,374,13,6,0,1,6
100,US Senator (Vote for 1),64,Jo Rae Perkins,375,241,60,0,3,178
100,US Senator (Vote for 1),64,Jo Rae Perkins,376,"1,617",467,0,33,"1,117"
100,US Senator (Vote for 1),64,Jo Rae Perkins,377,"2,076",627,0,44,"1,405"
100,US Senator (Vote for 1),64,Jo Rae Perkins,378,833,159,0,12,662
100,US Senator (Vote for 1),64,Jo Rae Perkins,379,"3,356",863,0,50,"2,443"
100,US Senator (Vote for 1),64,Jo Rae Perkins,380,"2,753",789,0,36,"1,928"
100,US Senator (Vote for 1),64,Jo Rae Perkins,381,351,87,0,5,259
100,US Senator (Vote for 1),64,Jo Rae Perkins,382,"3,199","1,054",0,53,"2,092"
100,US Senator (Vote for 1),64,Jo Rae Perkins,383,"1,345",284,0,21,"1,040"
100,US Senator (Vote for 1),64,Jo Rae Perkins,384,"4,135",783,0,75,"3,277"
100,US Senator (Vote for 1),64,Jo Rae Perkins,385,684,176,0,11,497
100,US Senator (Vote for 1),64,Jo Rae Perkins,386,"1,887",395,0,28,"1,464"
100,US Senator (Vote for 1),64,Jo Rae Perkins,387,13,4,0,1,8
100,US Senator (Vote for 1),64,Jo Rae Perkins,388,206,40,0,1,165
100,US Senator (Vote for 1),64,Jo Rae Perkins,389,"6,452","1,836",0,122,"4,494"
100,US Senator (Vote for 1),64,Jo Rae Perkins,390,"1,902",584,0,20,"1,298"
100,US Senator (Vote for 1),64,Jo Rae Perkins,391,342,52,0,1,289
100,US Senator (Vote for 1),64,Jo Rae Perkins,392,88,11,0,2,75
100,US Senator (Vote for 1),64,Jo Rae Perkins,393,595,104,0,8,483
100,US Senator (Vote for 1),64,Jo Rae Perkins,394,169,48,0,2,119
100,US Senator (Vote for 1),64,Jo Rae Perkins,395,"4,521","1,231",2,67,"3,221"
100,US Senator (Vote for 1),64,Jo Rae Perkins,396,740,228,0,11,501
100,US Senator (Vote for 1),64,Jo Rae Perkins,397,"2,592",989,0,43,"1,560"
100,US Senator (Vote for 1),64,Jo Rae Perkins,398,"1,554",590,0,33,931
100,US Senator (Vote for 1),64,Jo Rae Perkins,399,"1,929",516,0,23,"1,390"
100,US Senator (Vote for 1),64,Jo Rae Perkins,400,"3,075",874,0,50,"2,151"
100,US Senator (Vote for 1),64,Jo Rae Perkins,401,"1,645",333,0,20,"1,292"
100,US Senator (Vote for 1),64,Jo Rae Perkins,402,"5,647","1,972",0,84,"3,591"
100,US Senator (Vote for 1),64,Jo Rae Perkins,403,"1,179",366,0,15,798
100,US Senator (Vote for 1),64,Jo Rae Perkins,404,"4,796","1,376",0,70,"3,350"
100,US Senator (Vote for 1),64,Jo Rae Perkins,405,"6,719","2,063",2,104,"4,550"
100,US Senator (Vote for 1),64,Jo Rae Perkins,406,"1,739",287,0,33,"1,419"
100,US Senator (Vote for 1),64,Jo Rae Perkins,407,756,185,0,7,564
100,US Senator (Vote for 1),64,Jo Rae Perkins,408,320,65,0,4,251
100,US Senator (Vote for 1),64,Jo Rae Perkins,409,"3,800","1,126",0,69,"2,605"
100,US Senator (Vote for 1),64,Jo Rae Perkins,410,"1,129",367,0,19,743
100,US Senator (Vote for 1),64,Jo Rae Perkins,411,856,257,0,17,582
100,US Senator (Vote for 1),64,Jo Rae Perkins,412,"1,599",528,0,27,"1,044"
100,US Senator (Vote for 1),64,Jo Rae Perkins,413,"1,270",423,0,22,825
100,US Senator (Vote for 1),64,Jo Rae Perkins,414,433,158,0,9,266
100,US Senator (Vote for 1),64,Jo Rae Perkins,415,735,233,0,9,493
100,US Senator (Vote for 1),64,Jo Rae Perkins,416,324,110,0,10,204
100,US Senator (Vote for 1),64,Jo Rae Perkins,417,324,97,0,6,221
100,US Senator (Vote for 1),64,Jo Rae Perkins,418,"2,690",825,0,49,"1,816"
100,US Senator (Vote for 1),64,Jo Rae Perkins,419,"1,686",532,0,17,"1,137"
100,US Senator (Vote for 1),64,Jo Rae Perkins,420,"2,842","1,041",0,35,"1,766"
100,US Senator (Vote for 1),64,Jo Rae Perkins,421,405,121,0,10,274
100,US Senator (Vote for 1),64,Jo Rae Perkins,422,15,13,0,0,2
100,US Senator (Vote for 1),64,Jo Rae Perkins,423,"2,446",763,0,37,"1,646"
100,US Senator (Vote for 1),64,Jo Rae Perkins,424,"3,937","1,666",0,83,"2,188"
100,US Senator (Vote for 1),64,Jo Rae Perkins,425,641,353,0,15,273
100,US Senator (Vote for 1),64,Jo Rae Perkins,426,391,201,0,14,176
100,US Senator (Vote for 1),64,Jo Rae Perkins,427,936,325,0,19,592
100,US Senator (Vote for 1),64,Jo Rae Perkins,428,"1,099",364,0,25,710
100,US Senator (Vote for 1),64,Jo Rae Perkins,429,"2,298",794,0,41,"1,463"
100,US Senator (Vote for 1),64,Jo Rae Perkins,430,"2,135","1,121",0,54,960
100,US Senator (Vote for 1),64,Jo Rae Perkins,431,729,383,0,12,334
100,US Senator (Vote for 1),64,Jo Rae Perkins,432,235,69,0,0,166
100,US Senator (Vote for 1),64,Jo Rae Perkins,433,"1,964",731,0,15,"1,218"
100,US Senator (Vote for 1),64,Jo Rae Perkins,434,"3,825","1,181",0,72,"2,572"
100,US Senator (Vote for 1),64,Jo Rae Perkins,435,"3,550","1,401",0,62,"2,087"
100,US Senator (Vote for 1),64,Jo Rae Perkins,436,"2,009",846,0,38,"1,125"
100,US Senator (Vote for 1),64,Jo Rae Perkins,437,62,23,0,0,39
100,US Senator (Vote for 1),64,Jo Rae Perkins,438,466,271,0,5,190
100,US Senator (Vote for 1),64,Jo Rae Perkins,439,"1,676",400,0,34,"1,242"
100,US Senator (Vote for 1),64,Jo Rae Perkins,440,"1,193",414,0,12,767
100,US Senator (Vote for 1),64,Jo Rae Perkins,441,57,6,0,3,48
100,US Senator (Vote for 1),64,Jo Rae Perkins,442,"2,270",919,0,37,"1,314"
100,US Senator (Vote for 1),64,Jo Rae Perkins,443,8,8,0,0,0
100,US Senator (Vote for 1),64,Jo Rae Perkins,446,79,24,0,0,55
100,US Senator (Vote for 1),64,Jo Rae Perkins,447,266,151,0,3,112
100,US Senator (Vote for 1),64,Jo Rae Perkins,448,684,229,0,14,441
100,US Senator (Vote for 1),64,Jo Rae Perkins,449,278,151,0,6,121
100,US Senator (Vote for 1),64,Jo Rae Perkins,450,164,114,0,1,49
100,US Senator (Vote for 1),64,Jo Rae Perkins,451,873,240,0,10,623
100,US Senator (Vote for 1),64,Jo Rae Perkins,452,100,47,0,2,51
100,US Senator (Vote for 1),64,Jo Rae Perkins,453,13,6,0,0,7
100,US Senator (Vote for 1),64,Jo Rae Perkins,454,19,15,0,0,4
100,US Senator (Vote for 1),64,Jo Rae Perkins,455,"1,207",285,0,21,901
100,US Senator (Vote for 1),64,Dan Pulju,301,"1,613",22,0,21,"1,570"
100,US Senator (Vote for 1),64,Dan Pulju,302,"2,288",32,0,33,"2,223"
100,US Senator (Vote for 1),64,Dan Pulju,303,297,2,0,4,291
100,US Senator (Vote for 1),64,Dan Pulju,304,957,14,1,14,928
100,US Senator (Vote for 1),64,Dan Pulju,305,837,15,0,15,807
100,US Senator (Vote for 1),64,Dan Pulju,306,499,10,0,5,484
100,US Senator (Vote for 1),64,Dan Pulju,307,"3,966",38,0,77,"3,851"
100,US Senator (Vote for 1),64,Dan Pulju,308,133,2,0,2,129
100,US Senator (Vote for 1),64,Dan Pulju,309,"3,687",44,0,58,"3,585"
100,US Senator (Vote for 1),64,Dan Pulju,310,542,10,0,7,525
100,US Senator (Vote for 1),64,Dan Pulju,311,649,6,0,8,635
100,US Senator (Vote for 1),64,Dan Pulju,312,"1,588",18,0,32,"1,538"
100,US Senator (Vote for 1),64,Dan Pulju,313,4,0,0,0,4
100,US Senator (Vote for 1),64,Dan Pulju,314,302,1,0,6,295
100,US Senator (Vote for 1),64,Dan Pulju,315,457,6,0,7,444
100,US Senator (Vote for 1),64,Dan Pulju,316,"1,635",10,0,42,"1,583"
100,US Senator (Vote for 1),64,Dan Pulju,317,213,2,0,2,209
100,US Senator (Vote for 1),64,Dan Pulju,318,"3,195",48,0,45,"3,102"
100,US Senator (Vote for 1),64,Dan Pulju,319,"4,300",56,0,87,"4,157"
100,US Senator (Vote for 1),64,Dan Pulju,320,"1,534",26,0,21,"1,487"
100,US Senator (Vote for 1),64,Dan Pulju,321,281,3,0,9,269
100,US Senator (Vote for 1),64,Dan Pulju,322,236,4,0,4,228
100,US Senator (Vote for 1),64,Dan Pulju,323,19,0,0,0,19
100,US Senator (Vote for 1),64,Dan Pulju,324,468,4,0,7,457
100,US Senator (Vote for 1),64,Dan Pulju,325,102,0,0,1,101
100,US Senator (Vote for 1),64,Dan Pulju,326,"1,740",17,0,36,"1,687"
100,US Senator (Vote for 1),64,Dan Pulju,327,"3,821",64,0,46,"3,711"
100,US Senator (Vote for 1),64,Dan Pulju,328,871,8,1,23,839
100,US Senator (Vote for 1),64,Dan Pulju,329,"6,521",85,0,97,"6,339"
100,US Senator (Vote for 1),64,Dan Pulju,330,"1,638",27,0,46,"1,565"
100,US Senator (Vote for 1),64,Dan Pulju,331,"1,994",34,0,33,"1,927"
100,US Senator (Vote for 1),64,Dan Pulju,332,"2,004",35,0,32,"1,937"
100,US Senator (Vote for 1),64,Dan Pulju,333,"2,593",42,0,31,"2,520"
100,US Senator (Vote for 1),64,Dan Pulju,334,129,2,0,2,125
100,US Senator (Vote for 1),64,Dan Pulju,335,"3,820",36,0,71,"3,713"
100,US Senator (Vote for 1),64,Dan Pulju,336,"2,526",31,0,43,"2,452"
100,US Senator (Vote for 1),64,Dan Pulju,337,840,14,0,17,809
100,US Senator (Vote for 1),64,Dan Pulju,338,"4,124",55,0,76,"3,993"
100,US Senator (Vote for 1),64,Dan Pulju,339,"4,047",59,0,73,"3,915"
100,US Senator (Vote for 1),64,Dan Pulju,340,"6,077",73,1,113,"5,890"
100,US Senator (Vote for 1),64,Dan Pulju,341,305,2,0,4,299
100,US Senator (Vote for 1),64,Dan Pulju,342,57,0,0,1,56
100,US Senator (Vote for 1),64,Dan Pulju,343,"2,203",34,0,33,"2,136"
100,US Senator (Vote for 1),64,Dan Pulju,344,"2,386",47,0,51,"2,288"
100,US Senator (Vote for 1),64,Dan Pulju,345,25,0,0,0,25
100,US Senator (Vote for 1),64,Dan Pulju,346,241,1,0,2,238
100,US Senator (Vote for 1),64,Dan Pulju,347,58,0,0,1,57
100,US Senator (Vote for 1),64,Dan Pulju,348,24,0,0,0,24
100,US Senator (Vote for 1),64,Dan Pulju,349,526,8,0,10,508
100,US Senator (Vote for 1),64,Dan Pulju,350,"5,581",95,0,101,"5,385"
100,US Senator (Vote for 1),64,Dan Pulju,351,"2,559",44,0,58,"2,457"
100,US Senator (Vote for 1),64,Dan Pulju,352,904,30,0,17,857
100,US Senator (Vote for 1),64,Dan Pulju,353,"2,036",33,0,27,"1,976"
100,US Senator (Vote for 1),64,Dan Pulju,354,"1,660",22,0,28,"1,610"
100,US Senator (Vote for 1),64,Dan Pulju,355,"1,231",11,0,27,"1,193"
100,US Senator (Vote for 1),64,Dan Pulju,356,"1,438",17,0,12,"1,409"
100,US Senator (Vote for 1),64,Dan Pulju,357,658,7,0,9,642
100,US Senator (Vote for 1),64,Dan Pulju,358,"2,157",32,0,28,"2,097"
100,US Senator (Vote for 1),64,Dan Pulju,359,"1,905",30,0,51,"1,824"
100,US Senator (Vote for 1),64,Dan Pulju,360,"2,299",46,0,40,"2,213"
100,US Senator (Vote for 1),64,Dan Pulju,361,"1,674",38,0,39,"1,597"
100,US Senator (Vote for 1),64,Dan Pulju,362,"5,692",59,0,84,"5,549"
100,US Senator (Vote for 1),64,Dan Pulju,363,"2,610",33,0,39,"2,538"
100,US Senator (Vote for 1),64,Dan Pulju,364,"3,947",33,1,86,"3,827"
100,US Senator (Vote for 1),64,Dan Pulju,365,"4,273",27,0,90,"4,156"
100,US Senator (Vote for 1),64,Dan Pulju,366,"1,409",20,0,37,"1,352"
100,US Senator (Vote for 1),64,Dan Pulju,367,"3,661",43,1,60,"3,557"
100,US Senator (Vote for 1),64,Dan Pulju,368,"3,200",26,0,64,"3,110"
100,US Senator (Vote for 1),64,Dan Pulju,369,"1,472",19,0,34,"1,419"
100,US Senator (Vote for 1),64,Dan Pulju,370,"1,860",22,0,38,"1,800"
100,US Senator (Vote for 1),64,Dan Pulju,371,"1,847",18,0,27,"1,802"
100,US Senator (Vote for 1),64,Dan Pulju,372,"1,520",7,0,30,"1,483"
100,US Senator (Vote for 1),64,Dan Pulju,373,327,7,0,2,318
100,US Senator (Vote for 1),64,Dan Pulju,374,13,0,0,1,12
100,US Senator (Vote for 1),64,Dan Pulju,375,241,5,0,3,233
100,US Senator (Vote for 1),64,Dan Pulju,376,"1,617",11,0,33,"1,573"
100,US Senator (Vote for 1),64,Dan Pulju,377,"2,076",17,0,44,"2,015"
100,US Senator (Vote for 1),64,Dan Pulju,378,833,6,0,12,815
100,US Senator (Vote for 1),64,Dan Pulju,379,"3,356",44,0,50,"3,262"
100,US Senator (Vote for 1),64,Dan Pulju,380,"2,753",22,0,36,"2,695"
100,US Senator (Vote for 1),64,Dan Pulju,381,351,0,0,5,346
100,US Senator (Vote for 1),64,Dan Pulju,382,"3,199",55,0,53,"3,091"
100,US Senator (Vote for 1),64,Dan Pulju,383,"1,345",20,0,21,"1,304"
100,US Senator (Vote for 1),64,Dan Pulju,384,"4,135",45,0,75,"4,015"
100,US Senator (Vote for 1),64,Dan Pulju,385,684,7,0,11,666
100,US Senator (Vote for 1),64,Dan Pulju,386,"1,887",18,0,28,"1,841"
100,US Senator (Vote for 1),64,Dan Pulju,387,13,0,0,1,12
100,US Senator (Vote for 1),64,Dan Pulju,388,206,4,0,1,201
100,US Senator (Vote for 1),64,Dan Pulju,389,"6,452",68,0,122,"6,262"
100,US Senator (Vote for 1),64,Dan Pulju,390,"1,902",7,0,20,"1,875"
100,US Senator (Vote for 1),64,Dan Pulju,391,342,7,0,1,334
100,US Senator (Vote for 1),64,Dan Pulju,392,88,0,0,2,86
100,US Senator (Vote for 1),64,Dan Pulju,393,595,4,0,8,583
100,US Senator (Vote for 1),64,Dan Pulju,394,169,2,0,2,165
100,US Senator (Vote for 1),64,Dan Pulju,395,"4,521",56,1,67,"4,397"
100,US Senator (Vote for 1),64,Dan Pulju,396,740,8,0,11,721
100,US Senator (Vote for 1),64,Dan Pulju,397,"2,592",17,0,43,"2,532"
100,US Senator (Vote for 1),64,Dan Pulju,398,"1,554",9,0,33,"1,512"
100,US Senator (Vote for 1),64,Dan Pulju,399,"1,929",30,0,23,"1,876"
100,US Senator (Vote for 1),64,Dan Pulju,400,"3,075",39,0,50,"2,986"
100,US Senator (Vote for 1),64,Dan Pulju,401,"1,645",11,0,20,"1,614"
100,US Senator (Vote for 1),64,Dan Pulju,402,"5,647",76,0,84,"5,487"
100,US Senator (Vote for 1),64,Dan Pulju,403,"1,179",10,0,15,"1,154"
100,US Senator (Vote for 1),64,Dan Pulju,404,"4,796",78,0,70,"4,648"
100,US Senator (Vote for 1),64,Dan Pulju,405,"6,719",59,1,104,"6,555"
100,US Senator (Vote for 1),64,Dan Pulju,406,"1,739",37,0,33,"1,669"
100,US Senator (Vote for 1),64,Dan Pulju,407,756,9,0,7,740
100,US Senator (Vote for 1),64,Dan Pulju,408,320,6,0,4,310
100,US Senator (Vote for 1),64,Dan Pulju,409,"3,800",48,0,69,"3,683"
100,US Senator (Vote for 1),64,Dan Pulju,410,"1,129",11,0,19,"1,099"
100,US Senator (Vote for 1),64,Dan Pulju,411,856,12,0,17,827
100,US Senator (Vote for 1),64,Dan Pulju,412,"1,599",23,0,27,"1,549"
100,US Senator (Vote for 1),64,Dan Pulju,413,"1,270",18,0,22,"1,230"
100,US Senator (Vote for 1),64,Dan Pulju,414,433,4,0,9,420
100,US Senator (Vote for 1),64,Dan Pulju,415,735,16,0,9,710
100,US Senator (Vote for 1),64,Dan Pulju,416,324,2,0,10,312
100,US Senator (Vote for 1),64,Dan Pulju,417,324,2,0,6,316
100,US Senator (Vote for 1),64,Dan Pulju,418,"2,690",34,0,49,"2,607"
100,US Senator (Vote for 1),64,Dan Pulju,419,"1,686",10,0,17,"1,659"
100,US Senator (Vote for 1),64,Dan Pulju,420,"2,842",42,0,35,"2,765"
100,US Senator (Vote for 1),64,Dan Pulju,421,405,5,0,10,390
100,US Senator (Vote for 1),64,Dan Pulju,422,15,0,0,0,15
100,US Senator (Vote for 1),64,Dan Pulju,423,"2,446",26,0,37,"2,383"
100,US Senator (Vote for 1),64,Dan Pulju,424,"3,937",46,0,83,"3,808"
100,US Senator (Vote for 1),64,Dan Pulju,425,641,6,0,15,620
100,US Senator (Vote for 1),64,Dan Pulju,426,391,9,0,14,368
100,US Senator (Vote for 1),64,Dan Pulju,427,936,7,0,19,910
100,US Senator (Vote for 1),64,Dan Pulju,428,"1,099",13,0,25,"1,061"
100,US Senator (Vote for 1),64,Dan Pulju,429,"2,298",15,0,41,"2,242"
100,US Senator (Vote for 1),64,Dan Pulju,430,"2,135",21,0,54,"2,060"
100,US Senator (Vote for 1),64,Dan Pulju,431,729,8,0,12,709
100,US Senator (Vote for 1),64,Dan Pulju,432,235,8,0,0,227
100,US Senator (Vote for 1),64,Dan Pulju,433,"1,964",16,1,15,"1,932"
100,US Senator (Vote for 1),64,Dan Pulju,434,"3,825",56,0,72,"3,697"
100,US Senator (Vote for 1),64,Dan Pulju,435,"3,550",34,0,62,"3,454"
100,US Senator (Vote for 1),64,Dan Pulju,436,"2,009",13,0,38,"1,958"
100,US Senator (Vote for 1),64,Dan Pulju,437,62,0,0,0,62
100,US Senator (Vote for 1),64,Dan Pulju,438,466,8,0,5,453
100,US Senator (Vote for 1),64,Dan Pulju,439,"1,676",23,0,34,"1,619"
100,US Senator (Vote for 1),64,Dan Pulju,440,"1,193",28,0,12,"1,153"
100,US Senator (Vote for 1),64,Dan Pulju,441,57,2,0,3,52
100,US Senator (Vote for 1),64,Dan Pulju,442,"2,270",32,0,37,"2,201"
100,US Senator (Vote for 1),64,Dan Pulju,443,8,0,0,0,8
100,US Senator (Vote for 1),64,Dan Pulju,446,79,0,0,0,79
100,US Senator (Vote for 1),64,Dan Pulju,447,266,4,0,3,259
100,US Senator (Vote for 1),64,Dan Pulju,448,684,8,0,14,662
100,US Senator (Vote for 1),64,Dan Pulju,449,278,0,0,6,272
100,US Senator (Vote for 1),64,Dan Pulju,450,164,1,0,1,162
100,US Senator (Vote for 1),64,Dan Pulju,451,873,3,0,10,860
100,US Senator (Vote for 1),64,Dan Pulju,452,100,3,0,2,95
100,US Senator (Vote for 1),64,Dan Pulju,453,13,0,0,0,13
100,US Senator (Vote for 1),64,Dan Pulju,454,19,0,0,0,19
100,US Senator (Vote for 1),64,Dan Pulju,455,"1,207",22,0,21,"1,164"
100,US Senator (Vote for 1),64,Ron Wyden,301,"1,613",636,0,21,956
100,US Senator (Vote for 1),64,Ron Wyden,302,"2,288","1,284",0,33,971
100,US Senator (Vote for 1),64,Ron Wyden,303,297,105,0,4,188
100,US Senator (Vote for 1),64,Ron Wyden,304,957,511,0,14,432
100,US Senator (Vote for 1),64,Ron Wyden,305,837,305,0,15,517
100,US Senator (Vote for 1),64,Ron Wyden,306,499,351,0,5,143
100,US Senator (Vote for 1),64,Ron Wyden,307,"3,966","2,198",0,77,"1,691"
100,US Senator (Vote for 1),64,Ron Wyden,308,133,61,0,2,70
100,US Senator (Vote for 1),64,Ron Wyden,309,"3,687","2,175",1,58,"1,453"
100,US Senator (Vote for 1),64,Ron Wyden,310,542,243,0,7,292
100,US Senator (Vote for 1),64,Ron Wyden,311,649,292,0,8,349
100,US Senator (Vote for 1),64,Ron Wyden,312,"1,588",626,0,32,930
100,US Senator (Vote for 1),64,Ron Wyden,313,4,4,0,0,0
100,US Senator (Vote for 1),64,Ron Wyden,314,302,115,0,6,181
100,US Senator (Vote for 1),64,Ron Wyden,315,457,208,0,7,242
100,US Senator (Vote for 1),64,Ron Wyden,316,"1,635",669,0,42,924
100,US Senator (Vote for 1),64,Ron Wyden,317,213,86,0,2,125
100,US Senator (Vote for 1),64,Ron Wyden,318,"3,195","1,878",0,45,"1,272"
100,US Senator (Vote for 1),64,Ron Wyden,319,"4,300","2,697",0,87,"1,516"
100,US Senator (Vote for 1),64,Ron Wyden,320,"1,534",944,1,21,568
100,US Senator (Vote for 1),64,Ron Wyden,321,281,91,0,9,181
100,US Senator (Vote for 1),64,Ron Wyden,322,236,110,0,4,122
100,US Senator (Vote for 1),64,Ron Wyden,323,19,16,0,0,3
100,US Senator (Vote for 1),64,Ron Wyden,324,468,196,0,7,265
100,US Senator (Vote for 1),64,Ron Wyden,325,102,76,0,1,25
100,US Senator (Vote for 1),64,Ron Wyden,326,"1,740",597,0,36,"1,107"
100,US Senator (Vote for 1),64,Ron Wyden,327,"3,821","2,337",0,46,"1,438"
100,US Senator (Vote for 1),64,Ron Wyden,328,871,357,1,23,490
100,US Senator (Vote for 1),64,Ron Wyden,329,"6,521","4,231",0,97,"2,193"
100,US Senator (Vote for 1),64,Ron Wyden,330,"1,638",767,0,46,825
