SENATOR (DEM),Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Craig Hanson,Greg Haven,Bill Bradbury,,,,,,,
,108,257,125,48.6,12,0,75,,,,,,,,,
,109,236,94,39.8,10,0,51,,,,,,,,,
,110,851,402,47.2,41,0,190,,,,,,,,,
,111,1614,558,34.6,34,0,220,,,,,,,,,
,112,108,52,48.1,3,0,31,,,,,,,,,
,113,761,268,35.2,28,0,126,,,,,,,,,
,114,352,147,41.8,7,0,100,,,,,,,,,
,115,279,114,40.9,19,0,51,,,,,,,,,
,116,159,53,33.3,1,0,16,,,,,,,,,
,117,143,44,30.8,2,0,19,,,,,,,,,
,119,160,53,33.1,6,0,22,,,,,,,,,
,120,1155,327,28.3,16,0,162,,,,,,,,,
,121,527,134,25.4,7,0,69,,,,,,,,,
,123,707,197,27.9,22,0,97,,,,,,,,,
,124,756,300,39.7,23,0,147,,,,,,,,,
,125,607,169,27.8,14,0,47,,,,,,,,,
,126,988,441,44.6,31,0,160,,,,,,,,,
,127,478,282,59,15,0,126,,,,,,,,,
,128,1363,677,49.7,54,0,206,,,,,,,,,
,129,741,288,38.9,19,0,86,,,,,,,,,
,130,1235,618,50,47,0,266,,,,,,,,,
,131,599,167,27.9,11,0,71,,,,,,,,,
,132,959,342,35.7,23,0,143,,,,,,,,,
,133,830,272,32.8,20,0,108,,,,,,,,,
,136,1157,481,41.6,45,0,158,,,,,,,,,
,137,1014,391,38.6,29,0,136,,,,,,,,,
,138,1151,583,50.7,37,0,245,,,,,,,,,
,139,1141,711,62.3,46,0,316,,,,,,,,,
,140,267,98,36.7,8,0,31,,,,,,,,,
,141,795,461,58,35,0,196,,,,,,,,,
,142,759,420,55.3,44,0,159,,,,,,,,,
,143,1192,546,45.8,41,0,175,,,,,,,,,
,TOTAL,30303,12361,40.8,933,0,4993,,,,,,,,,
GOVERNOR (REP),Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Roger Weidner,Kevin L Mannix,W Ames Cartright,Lee R Shindler,Ron Saxton,Jack Roberts,,,,
,101,515,152,29.5,3,1,3,12,1,0,11,31,,,,
,102,1260,323,25.6,14,0,7,37,8,1,25,45,,,,
,103,1187,549,46.3,51,1,13,95,4,4,65,60,,,,
,104,1337,559,41.8,42,0,6,87,7,2,59,52,,,,
,105,1152,373,32.4,22,0,5,57,3,1,32,29,,,,
,106,1032,314,30.4,11,0,8,33,10,2,35,45,,,,
,107,479,276,57.6,22,2,2,33,2,2,35,33,,,,
,108,257,125,48.6,9,0,0,5,1,0,44,28,,,,
,109,236,94,39.8,9,0,3,17,1,0,19,12,,,,
,110,851,402,47.2,26,1,2,62,4,1,74,61,,,,
,111,1614,558,34.6,27,0,5,56,4,4,77,81,,,,
,112,108,52,48.1,3,0,0,10,2,1,11,7,,,,
,113,761,268,35.2,14,1,2,34,8,1,52,42,,,,
,114,352,147,41.8,4,0,0,26,5,0,35,37,,,,
,115,279,114,40.9,11,0,2,16,2,0,26,13,,,,
,116,159,53,33.3,2,0,0,6,0,0,7,2,,,,
,117,143,44,30.8,1,0,0,3,0,0,6,11,,,,
,119,160,53,33.1,2,0,0,16,1,0,0,9,,,,
,120,1155,327,28.3,17,0,3,43,4,0,48,63,,,,
,121,527,134,25.4,8,0,6,15,2,2,14,29,,,,
,123,707,197,27.9,19,0,6,30,2,2,21,39,,,,
,124,756,300,39.7,11,2,10,48,2,2,41,54,,,,
,125,607,169,27.8,6,1,4,20,6,0,9,15,,,,
,126,988,441,44.6,25,2,5,59,6,4,55,35,,,,
,127,478,282,59,14,0,4,66,3,1,26,27,,,,
,128,1363,677,49.7,39,4,8,91,3,3,53,59,,,,
,129,741,288,38.9,23,0,5,37,4,1,16,19,,,,
,130,1235,618,50,44,2,4,103,5,0,66,89,,,,
,131,599,167,27.9,12,2,5,30,3,2,12,16,,,,
,132,959,342,35.7,20,0,9,30,3,4,46,54,,,,
,133,830,272,32.8,19,0,5,26,3,2,17,56,,,,
,136,1157,481,41.6,25,0,6,38,8,3,66,57,,,,
,137,1014,391,38.6,17,0,3,50,7,2,50,36,,,,
,138,1151,583,50.7,26,1,5,53,2,0,103,92,,,,
,139,1141,711,62.3,33,0,6,76,4,1,160,82,,,,
,140,267,98,36.7,4,0,0,10,1,0,12,12,,,,
,141,795,461,58,26,2,4,79,6,0,61,53,,,,
,142,759,420,55.3,31,1,2,52,5,2,51,59,,,,
,143,1192,546,45.8,31,0,1,64,5,1,64,50,,,,
,TOTAL,30303,12361,40.8,723,23,159,1625,147,51,1604,1594,,,,
STATE HOUSE 57TH DISTRICT (REP),Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Greg Smith,,,,,,,,,
,101,60,18,30,5,0,13,,,,,,,,,
,103,37,20,54.1,1,0,19,,,,,,,,,
,106,7,3,42.9,0,0,3,,,,,,,,,
,107,86,60,69.8,18,0,42,,,,,,,,,
,110,97,42,43.3,13,0,29,,,,,,,,,
,112,0,1,0,0,0,1,,,,,,,,,
,114,92,48,52.2,5,0,43,,,,,,,,,
,115,72,33,45.8,10,0,23,,,,,,,,,
,116,8,1,12.5,0,0,1,,,,,,,,,
,117,64,21,32.8,4,0,17,,,,,,,,,
,119,62,28,45.2,7,0,21,,,,,,,,,
,120,532,178,33.5,30,0,148,,,,,,,,,
,121,241,76,31.5,9,0,67,,,,,,,,,
,123,316,119,37.7,29,0,90,,,,,,,,,
,124,6,5,83.3,2,0,3,,,,,,,,,
,125,111,33,29.7,4,0,29,,,,,,,,,
,131,212,82,38.7,17,0,65,,,,,,,,,
,132,402,166,41.3,31,0,135,,,,,,,,,
,133,300,128,42.7,22,0,106,,,,,,,,,
,TOTAL,2705,1062,39.3,207,0,855,,,,,,,,,
STATE HOUSE 58TH DISTRICT (REP),Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Bob Jenson,,,,,,,,,
,101,122,44,36.1,6,0,38,,,,,,,,,
,102,420,137,32.6,23,0,114,,,,,,,,,
,103,535,273,51,57,0,216,,,,,,,,,
,104,545,255,46.8,59,0,196,,,,,,,,,
,105,382,149,39,37,0,112,,,,,,,,,
,106,383,141,36.8,32,0,109,,,,,,,,,
,107,115,71,61.7,15,0,56,,,,,,,,,
,108,168,87,51.8,12,0,75,,,,,,,,,
,109,130,61,46.9,14,0,47,,,,,,,,,
,110,363,189,52.1,40,0,149,,,,,,,,,
,111,547,254,46.4,41,0,213,,,,,,,,,
,112,54,33,61.1,5,0,28,,,,,,,,,
,113,309,154,49.8,31,0,123,,,,,,,,,
,114,116,59,50.9,2,0,57,,,,,,,,,
,115,80,37,46.3,6,0,31,,,,,,,,,
,116,35,16,45.7,1,0,15,,,,,,,,,
,124,370,165,44.6,26,0,139,,,,,,,,,
,125,106,28,26.4,6,0,22,,,,,,,,,
,126,336,191,56.8,36,0,155,,,,,,,,,
,127,213,141,66.2,26,0,115,,,,,,,,,
,128,471,260,55.2,57,0,203,,,,,,,,,
,129,254,105,41.3,25,0,80,,,,,,,,,
,130,561,313,55.8,60,0,253,,,,,,,,,
,136,415,203,48.9,49,0,154,,,,,,,,,
,137,375,165,44,26,0,139,,,,,,,,,
,138,511,282,55.2,50,0,232,,,,,,,,,
,139,549,362,65.9,59,0,303,,,,,,,,,
,140,92,39,42.4,6,0,33,,,,,,,,,
,141,363,231,63.6,46,0,185,,,,,,,,,
,142,359,203,56.5,43,0,160,,,,,,,,,
,143,443,216,48.8,52,0,164,,,,,,,,,
,TOTAL,9722,4864,50,948,0,3916,,,,,,,,,
