PRESIDENT,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Harry Browne (LIB),Patrick J Buchanan (IND),George W Bush (REP),Ralph Nader (PAC),John Hagelin (REF),Howard Phillips (CON),Al Gore (DEM),,,,
,114,352,291,82.7,26,0,227,38,,,,,,,,,
,115,270,231,85.6,18,0,184,29,,,,,,,,,
,116,142,120,84.5,13,1,75,31,,,,,,,,,
,117,145,122,84.1,17,0,77,28,,,,,,,,,
,119,171,117,68.4,10,0,72,35,,,,,,,,,
,120,1163,916,78.8,106,0,639,171,,,,,,,,,
,121,539,419,77.7,52,0,282,85,,,,,,,,,
,123,708,543,76.7,56,0,381,106,,,,,,,,,
,124,751,629,83.8,29,0,465,135,,,,,,,,,
,125,618,482,78,39,1,313,129,,,,,,,,,
,126,944,707,74.9,68,1,433,205,,,,,,,,,
,127,477,412,86.4,35,1,277,99,,,,,,,,,
,128,1380,1094,79.3,75,0,702,317,,,,,,,,,
,129,743,553,74.4,56,0,310,187,,,,,,,,,
,130,1216,959,78.9,62,0,677,220,,,,,,,,,
,131,573,407,71,48,1,236,122,,,,,,,,,
,132,966,731,75.7,64,1,466,200,,,,,,,,,
,133,852,648,76.1,86,1,383,178,,,,,,,,,
,136,1090,871,79.9,80,2,583,206,,,,,,,,,
,137,991,772,77.9,90,0,460,222,,,,,,,,,
,138,1118,934,83.5,100,0,636,198,,,,,,,,,
,139,1118,998,89.3,55,0,706,237,,,,,,,,,
,140,250,211,84.4,18,0,138,55,,,,,,,,,
,141,803,700,87.2,56,1,503,140,,,,,,,,,
,142,743,655,88.2,58,0,483,114,,,,,,,,,
,143,1126,944,83.8,92,1,599,252,,,,,,,,,
,TOTAL,29837,23758,79.6,2088,21,15827,5822,,,,,,,,,
SECRETARY OF STATE,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Bill Bradbury (DEM),Lloyd Marbet (PAC),Lynn Snodgrass (REP),E J (Ed) Pole II (LIB),,,,,,,
,101,507,390,76.9,33,1,144,7,200,5,,,,,,,
,102,1294,918,70.9,75,3,372,6,440,22,,,,,,,
,103,1174,983,83.7,68,2,293,16,595,9,,,,,,,
,104,1336,1081,80.9,68,4,400,31,565,13,,,,,,,
,105,1151,827,71.9,65,3,305,19,422,13,,,,,,,
,106,1021,742,72.7,42,1,263,18,405,13,,,,,,,
,107,465,358,77,18,0,127,6,199,8,,,,,,,
,108,253,214,84.6,12,1,47,1,151,2,,,,,,,
,109,217,192,88.5,21,0,42,6,121,2,,,,,,,
,110,843,731,86.7,45,2,223,8,442,11,,,,,,,
,111,1497,1195,79.8,78,1,554,24,524,14,,,,,,,
,112,109,91,83.5,2,0,32,4,51,2,,,,,,,
,113,721,570,79.1,43,1,160,18,342,6,,,,,,,
,114,352,291,82.7,22,0,59,2,207,1,,,,,,,
,115,270,231,85.6,16,0,65,2,141,7,,,,,,,
,116,142,120,84.5,5,0,48,2,62,3,,,,,,,
,117,145,122,84.1,21,0,31,2,67,1,,,,,,,
,119,171,117,68.4,10,1,37,2,63,4,,,,,,,
,120,1163,916,78.8,104,2,209,17,570,14,,,,,,,
,121,539,419,77.7,40,0,118,5,250,6,,,,,,,
,123,708,543,76.7,48,1,139,14,335,6,,,,,,,
,124,751,629,83.8,27,2,173,10,410,7,,,,,,,
,125,618,482,78,29,3,155,8,276,11,,,,,,,
,126,944,707,74.9,57,2,280,16,335,17,,,,,,,
,127,477,412,86.4,20,2,161,5,218,6,,,,,,,
,128,1380,1094,79.3,66,0,439,25,543,21,,,,,,,
,129,743,553,74.4,50,3,231,11,250,8,,,,,,,
,130,1216,959,78.9,52,0,345,21,528,13,,,,,,,
,131,573,407,71,40,2,144,6,204,11,,,,,,,
,132,966,731,75.7,70,2,272,16,364,7,,,,,,,
,133,852,648,76.1,78,3,229,9,321,8,,,,,,,
,136,1090,871,79.9,60,2,339,22,432,16,,,,,,,
,137,991,772,77.9,60,2,342,23,331,14,,,,,,,
,138,1118,934,83.5,59,3,390,18,457,7,,,,,,,
,139,1118,998,89.3,45,2,487,17,441,6,,,,,,,
,140,250,211,84.4,13,1,91,5,99,2,,,,,,,
,141,803,700,87.2,35,1,298,4,359,3,,,,,,,
,142,743,655,88.2,42,2,261,8,340,2,,,,,,,
,143,1126,944,83.8,62,4,455,4,406,13,,,,,,,
,TOTAL,29837,23758,79.6,1701,59,8760,438,12466,334,,,,,,,
STATE TREASURER,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Leonard Zack (REF),Randall Edwards (DEM),Carlos F Lucero (CON),Jon Kvistad (REP),Mitchell T Shults (LIB),,,,,,
,101,507,390,76.9,54,0,6,148,10,168,4,,,,,,
,102,1294,918,70.9,105,2,20,386,14,365,26,,,,,,
,103,1174,983,83.7,108,2,19,304,7,532,11,,,,,,
,104,1336,1081,80.9,119,3,26,405,19,477,32,,,,,,
,105,1151,827,71.9,103,3,13,329,10,351,18,,,,,,
,106,1021,742,72.7,55,5,24,289,15,334,20,,,,,,
,107,465,358,77,35,2,7,125,7,169,13,,,,,,
,108,253,214,84.6,27,1,2,34,0,146,4,,,,,,
,109,217,192,88.5,23,0,4,45,1,111,8,,,,,,
,110,843,731,86.7,73,0,9,220,6,416,7,,,,,,
,111,1497,1195,79.8,125,1,17,533,11,487,21,,,,,,
,112,109,91,83.5,6,0,4,27,0,49,5,,,,,,
,113,721,570,79.1,66,0,7,175,2,305,15,,,,,,
,114,352,291,82.7,37,1,1,56,1,187,8,,,,,,
,115,270,231,85.6,29,0,6,70,0,120,6,,,,,,
,116,142,120,84.5,16,0,2,49,2,46,5,,,,,,
,117,145,122,84.1,21,0,0,31,3,65,2,,,,,,
,119,171,117,68.4,13,1,2,33,4,59,5,,,,,,
,120,1163,916,78.8,139,1,18,231,9,490,28,,,,,,
,121,539,419,77.7,48,1,5,125,2,231,7,,,,,,
,123,708,543,76.7,69,0,9,147,7,302,9,,,,,,
,124,751,629,83.8,53,1,10,206,12,338,9,,,,,,
,125,618,482,78,60,2,11,161,4,227,17,,,,,,
,126,944,707,74.9,78,1,15,290,10,296,17,,,,,,
,127,477,412,86.4,50,2,7,147,8,192,6,,,,,,
,128,1380,1094,79.3,110,8,25,468,16,444,23,,,,,,
,129,743,553,74.4,67,2,18,256,8,191,11,,,,,,
,130,1216,959,78.9,82,0,21,341,14,478,23,,,,,,
,131,573,407,71,51,0,5,157,5,175,14,,,,,,
,132,966,731,75.7,82,4,13,291,13,314,14,,,,,,
,133,852,648,76.1,101,5,8,237,11,267,19,,,,,,
,136,1090,871,79.9,112,1,16,332,5,380,25,,,,,,
,137,991,772,77.9,100,3,23,308,7,306,25,,,,,,
,138,1118,934,83.5,103,3,15,368,12,412,21,,,,,,
,139,1118,998,89.3,81,4,8,424,1,467,13,,,,,,
,140,250,211,84.4,18,3,9,86,1,85,9,,,,,,
,141,802,700,87.2,72,4,5,276,4,328,11,,,,,,
,142,743,655,88.2,73,1,9,244,4,315,9,,,,,,
,143,1126,944,83.8,102,5,13,448,5,354,17,,,,,,
,TOTAL,29837,23758,79.6,2666,72,432,8802,270,10979,537,,,,,,
ATTORNEY GENERAL,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Hardy Myers (DEM),Kevin L Mannix (REP),Thomas B Cox (LIB),,,,,,,,
,101,507,390,76.9,43,4,151,178,14,,,,,,,,
,102,1294,918,70.9,91,2,384,396,45,,,,,,,,
,103,1174,983,83.7,106,1,310,542,24,,,,,,,,
,104,1336,1081,80.9,113,5,373,554,36,,,,,,,,
,105,1151,827,71.9,88,3,302,398,36,,,,,,,,
,106,1021,742,72.7,49,5,287,361,40,,,,,,,,
,107,465,358,77,24,0,135,181,18,,,,,,,,
,108,253,214,64.6,23,0,45,144,2,,,,,,,,
,109,217,192,88.5,18,0,51,122,1,,,,,,,,
,110,843,731,86.7,65,2,232,418,14,,,,,,,,
,111,1497,1195,79.8,93,4,571,492,35,,,,,,,,
,112,109,91,83.5,7,0,31,47,6,,,,,,,,
,113,721,570,79.1,64,0,183,305,18,,,,,,,,
,114,352,291,82.7,31,2,67,185,6,,,,,,,,
,115,270,231,85.6,19,0,71,136,5,,,,,,,,
,116,142,120,84.5,13,0,46,50,11,,,,,,,,
,117,145,122,84.1,20,1,30,68,3,,,,,,,,
,119,171,117,68.4,13,1,39,58,6,,,,,,,,
,120,1163,916,78.8,119,3,232,528,34,,,,,,,,
,121,539,419,77.7,39,0,116,255,9,,,,,,,,
,123,708,543,76.7,58,0,140,337,8,,,,,,,,
,124,751,629,83.8,48,3,220,341,17,,,,,,,,
,125,618,482,78,49,1,143,266,23,,,,,,,,
,126,944,707,74.9,72,7,296,307,25,,,,,,,,
,127,477,412,86.4,41,5,166,188,12,,,,,,,,
,128,1380,1094,79.3,100,8,479,472,35,,,,,,,,
,129,743,553,74.4,63,1,233,232,24,,,,,,,,
,130,1216,959,78.9,74,5,361,499,20,,,,,,,,
,131,573,407,71,47,1,140,204,15,,,,,,,,
,132,966,731,75.7,90,1,274,337,29,,,,,,,,
,133,852,648,76.1,102,0,229,293,24,,,,,,,,
,136,1090,871,79.9,88,2,366,385,30,,,,,,,,
,137,991,772,77.9,79,0,344,309,40,,,,,,,,
,138,1118,934,83.5,89,4,414,401,26,,,,,,,,
,139,1118,998,89.3,66,3,483,431,15,,,,,,,,
,140,250,211,84.4,16,0,88,93,14,,,,,,,,
,141,803,700,87.2,63,1,310,316,10,,,,,,,,
,142,743,655,88.2,66,2,264,310,13,,,,,,,,
,143,1126,944,83.8,86,4,465,366,23,,,,,,,,
,TOTAL,29837,23758,79.6,2335,81,9071,11505,766,,,,,,,,
STATE SENATOR 29TH DISTRICT,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Bill George Duncan (DEM),David Nelson (REP),,,,,,,,,
,101,507,390,76.9,49,0,116,225,,,,,,,,,
,102,1294,918,70.9,132,2,302,482,,,,,,,,,
,103,1174,983,83.7,109,1,228,645,,,,,,,,,
,104,1336,1081,80.9,130,1,295,655,,,,,,,,,
,105,1151,827,71.9,114,0,234,479,,,,,,,,,
,106,1021,742,72.7,70,1,221,450,,,,,,,,,
,107,465,358,77,36,0,99,223,,,,,,,,,
,108,253,214,64.6,16,0,15,183,,,,,,,,,
,109,217,192,88.5,22,0,36,134,,,,,,,,,
,110,843,731,86.7,61,0,122,548,,,,,,,,,
,111,1497,1195,79.8,111,2,382,700,,,,,,,,,
,112,109,91,83.5,3,0,29,59,,,,,,,,,
,113,721,570,79.1,66,2,124,378,,,,,,,,,
,114,352,291,82.7,25,1,37,228,,,,,,,,,
,115,270,231,85.6,20,0,41,170,,,,,,,,,
,116,142,120,84.5,13,0,30,77,,,,,,,,,
,117,145,122,84.1,17,0,25,80,,,,,,,,,
,119,171,117,68.4,7,1,38,71,,,,,,,,,
,120,1163,916,78.8,147,1,166,602,,,,,,,,,
,121,539,419,77.7,61,1,90,267,,,,,,,,,
,123,708,543,76.7,80,0,110,353,,,,,,,,,
,124,751,629,83.8,51,1,145,432,,,,,,,,,
,125,618,482,78,49,0,132,301,,,,,,,,,
,126,944,707,74.9,91,0,222,394,,,,,,,,,
,127,477,412,86.4,57,0,100,255,,,,,,,,,
,128,1380,1094,79.3,124,3,333,634,,,,,,,,,
,129,743,553,74.4,67,0,197,289,,,,,,,,,
,130,1216,959,78.9,86,0,252,621,,,,,,,,,
,131,573,407,71,55,0,129,223,,,,,,,,,
,132,966,731,75.7,110,1,183,437,,,,,,,,,
,133,852,648,76.1,95,0,180,373,,,,,,,,,
,136,1090,871,79.9,84,2,228,557,,,,,,,,,
,137,991,772,77.9,91,1,221,459,,,,,,,,,
,138,1118,934,83.5,104,1,171,658,,,,,,,,,
,139,1118,998,89.3,59,1,204,734,,,,,,,,,
,140,250,211,84.4,24,0,58,129,,,,,,,,,
,141,803,700,87.2,49,2,144,505,,,,,,,,,
,142,743,655,88.2,52,1,114,488,,,,,,,,,
,143,1126,944,83.8,91,1,250,602,,,,,,,,,
,TOTAL,29837,23758,79.6,2628,27,6003,15100,,,,,,,,,
STATE HOUSE 57TH DISTRICT,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Bob Jenson (REP),,,,,,,,,,
,101,507,390,76.9,95,0,295,,,,,,,,,,
,102,1294,918,70.9,239,0,679,,,,,,,,,,
,103,1174,983,83.7,193,0,790,,,,,,,,,,
,104,1336,1081,80.9,258,0,823,,,,,,,,,,
,105,1151,827,71.9,209,0,618,,,,,,,,,,
,106,1021,742,72.7,172,0,570,,,,,,,,,,
,107,465,358,77,63,0,295,,,,,,,,,,
,108,253,214,84.6,33,0,181,,,,,,,,,,
,109,183,165,90.2,39,0,126,,,,,,,,,,
,110,188,157,83.5,24,0,133,,,,,,,,,,
,111,341,293,85.9,65,0,228,,,,,,,,,,
,114,8,8,100,5,0,3,,,,,,,,,,
,115,270,231,85.6,47,0,184,,,,,,,,,,
,119,171,117,68.4,43,0,74,,,,,,,,,,
,123,21,20,95.2,8,0,12,,,,,,,,,,
,124,732,614,83.9,125,0,489,,,,,,,,,,
,125,7,6,85.7,0,0,6,,,,,,,,,,
,126,944,707,74.9,200,0,507,,,,,,,,,,
,127,477,412,86.4,91,0,321,,,,,,,,,,
,128,1380,1094,79.3,251,0,843,,,,,,,,,,
,129,743,553,74.4,146,0,407,,,,,,,,,,
,130,1216,959,78.9,198,0,761,,,,,,,,,,
,136,1090,871,79.9,204,0,667,,,,,,,,,,
,137,991,772,77.9,210,0,562,,,,,,,,,,
,138,1118,934,83.5,210,0,724,,,,,,,,,,
,139,1118,998,89.3,205,0,793,,,,,,,,,,
,140,250,211,84.4,50,0,161,,,,,,,,,,
,141,803,700,87.2,146,0,554,,,,,,,,,,
,142,743,655,88.2,129,0,526,,,,,,,,,,
,143,11:?6,944,83.8,214,0,730,,,,,,,,,,
,TOTAL,21121,16934,80.2,3872,0,13062,,,,,,,,,,
STATE HOUSE 58TH DISTRICT,Precinct,Voters,Trnout,Pct,Under Votes,Over Votes,Bruce C Campbell (DEM),Mark Simmons (REP),,,,,,,,,
,103,29,27,93.1,5,0,4,18,,,,,,,,,
,110,655,574,87.6,74,1,141,358,,,,,,,,,
,111,1156,902,78,118,3,398,383,,,,,,,,,
,112,109,91,83.5,7,0,33,51,,,,,,,,,
,113,721,570,79.1,64,0,163,343,,,,,,,,,
,114,344,283,82.3,31,0,50,202,,,,,,,,,
,116,142,120,84.5,14,0,57,49,,,,,,,,,
,117,145,122,84.1,20,0,25,77,,,,,,,,,
,120,1163,916,78.8,116,0,196,604,,,,,,,,,
,121,539,419,77.7,51,0,100,268,,,,,,,,,
,123,687,523,76.1,58,0,137,328,,,,,,,,,
,124,18,15,83.3,1,0,1,13,,,,,,,,,
,125,611,476,77.9,55,0,151,270,,,,,,,,,
,131,573,407,71,55,0,153,199,,,,,,,,,
,132,966,731,75.7,99,2,248,382,,,,,,,,,
,133,852,648,76.1,96,0,231,321,,,,,,,,,
,TOTAL,8710,6824,78.3,864,6,2088,3866,,,,,,,,,
