ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100038421,"US Representative, District 2","","","","US Congressional District 2",1,,9901,"Write-in",12/9/2018 7:21:39 AM,1,1,0.000267594327000268,304/381,
100038421,"US Representative, District 2","Democrat, Working Families","","","US Congressional District 2",1,,100060598,"Jamie McLeod-Skinner",12/9/2018 7:21:39 AM,1,934,0.24993310141825,304/381,
100038421,"US Representative, District 2","Independent","","","US Congressional District 2",1,,100060602,"Mark R Roberts",12/9/2018 7:21:39 AM,1,191,0.0511105164570511,304/381,
100038421,"US Representative, District 2","Republican","","","US Congressional District 2",1,,100061546,"Greg Walden",12/9/2018 7:21:39 AM,1,2611,0.698688787797699,304/381,
100038425,"Governor","","","","Statewide Partisan",4,,9901,"Write-in",12/9/2018 7:21:39 AM,1,5,0.0013319126265317,1002/1335,
100038425,"Governor","Constitution","","","Statewide Partisan",4,,100063718,"Aaron Auer",12/9/2018 7:21:39 AM,1,111,0.0295684603090037,1002/1335,
100038425,"Governor","Democrat, Working Families","","","Statewide Partisan",4,,300027544,"Kate Brown",12/9/2018 7:21:39 AM,1,844,0.224826851358551,1002/1335,
100038425,"Governor","Libertarian","","","Statewide Partisan",4,,100063719,"Nick Chen",12/9/2018 7:21:39 AM,1,68,0.0181140117208311,1002/1335,
100038425,"Governor","Independent","","","Statewide Partisan",4,,100061848,"Patrick Starnes",12/9/2018 7:21:39 AM,1,163,0.0434203516249334,1002/1335,
100038425,"Governor","Progressive","","","Statewide Partisan",4,,100064101,"Chris Henry",12/9/2018 7:21:39 AM,1,29,0.00772509323388386,1002/1335,
100038425,"Governor","Republican","","","Statewide Partisan",4,,100060616,"Knute Buehler",12/9/2018 7:21:39 AM,1,2534,0.675013319126265,1002/1335,
100038490,"State Representative, 57th District","","","","HD 57",4,,9901,"Write-in",12/9/2018 7:21:39 AM,1,50,0.0153233220962305,9/40,
100038490,"State Representative, 57th District","Republican, Democrat, Independent","","","HD 57",4,,100061558,"Greg Smith",12/9/2018 7:21:39 AM,1,3213,0.98467667790377,9/40,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,9901,"Write-in",12/9/2018 7:21:39 AM,3,9,0.00627177700348432,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,300035258,"Marc Rogelstad",12/9/2018 7:21:39 AM,3,187,0.130313588850174,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,100045343,"Brenda Profitt",12/9/2018 7:21:39 AM,3,237,0.165156794425087,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,300035669,"Jonathan D Cornelius",12/9/2018 7:21:39 AM,3,113,0.0787456445993031,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,300035260,"Michelle Seeley",12/9/2018 7:21:39 AM,3,166,0.115679442508711,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,300035261,"Roy Drago Jr",12/9/2018 7:21:39 AM,3,214,0.149128919860627,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,300035259,"Logan Mayfield",12/9/2018 7:21:39 AM,3,201,0.14006968641115,0/1,
300024287,"City of Boardman, Council Member, at Large (Vote For 3)","","","","City of Boardman",9,,100045345,"Brandon Hammond",12/9/2018 7:21:39 AM,3,308,0.214634146341463,0/1,
300024290,"City of Heppner, Mayor","","","","City of Heppner",10,,9901,"Write-in",12/9/2018 7:21:39 AM,1,3,0.00487012987012987,0/1,
300024290,"City of Heppner, Mayor","","","","City of Heppner",10,,300035288,"Jim Kindle",12/9/2018 7:21:39 AM,1,408,0.662337662337662,0/1,
300024290,"City of Heppner, Mayor","","","","City of Heppner",10,,100056117,"Cody High",12/9/2018 7:21:39 AM,1,205,0.332792207792208,0/1,
300024288,"City of Heppner, Councilor, Position 4","","","","City of Heppner",11,,9901,"Write-in",12/9/2018 7:21:39 AM,1,6,0.0117647058823529,0/1,
300024288,"City of Heppner, Councilor, Position 4","","","","City of Heppner",11,,100034969,"Dale Bates",12/9/2018 7:21:39 AM,1,504,0.988235294117647,0/1,
300024291,"City of Heppner,Councilor,  Position 5","","","","City of Heppner",12,,9901,"Write-in",12/9/2018 7:21:39 AM,1,2,0.00338983050847458,0/1,
300024291,"City of Heppner,Councilor,  Position 5","","","","City of Heppner",12,,300035297,"David Gunderson",12/9/2018 7:21:39 AM,1,404,0.684745762711864,0/1,
300024291,"City of Heppner,Councilor,  Position 5","","","","City of Heppner",12,,300035296,"Sharon Inskeep",12/9/2018 7:21:39 AM,1,184,0.311864406779661,0/1,
300024289,"City of Heppner, Councilor, Position 6","","","","City of Heppner",13,,9901,"Write-in",12/9/2018 7:21:39 AM,1,5,0.0108459869848156,0/1,
300024289,"City of Heppner, Councilor, Position 6","","","","City of Heppner",13,,100045340,"Adam Doherty",12/9/2018 7:21:39 AM,1,456,0.989154013015184,0/1,
300024296,"City of Ione, Mayor","","","","City of Ione",14,,9901,"Write-in",12/9/2018 7:21:39 AM,1,0,0,0/1,
300024296,"City of Ione, Mayor","","","","City of Ione",14,,100055977,"Rod Taylor",12/9/2018 7:21:39 AM,1,138,1,0/1,
300024292,"City of Ione, Councilor, Position 2","","","","City of Ione",15,,9901,"Write-in",12/9/2018 7:21:39 AM,1,19,1,0/1,
300024293,"City of Ione, Councilor, Position 3","","","","City of Ione",16,,9901,"Write-in",12/9/2018 7:21:39 AM,1,2,0.0151515151515152,0/1,
300024293,"City of Ione, Councilor, Position 3","","","","City of Ione",16,,300035023,"James Holtz",12/9/2018 7:21:39 AM,1,130,0.984848484848485,0/1,
300024294,"City of Ione, Councilor, Position 4","","","","City of Ione",17,,9901,"Write-in",12/9/2018 7:21:39 AM,1,0,0,0/1,
300024294,"City of Ione, Councilor, Position 4","","","","City of Ione",17,,300035024,"Brian Spivey",12/9/2018 7:21:39 AM,1,136,1,0/1,
300024295,"City of Ione, Councilor, Position 5","","","","City of Ione",18,,9901,"Write-in",12/9/2018 7:21:39 AM,1,0,0,0/1,
300024295,"City of Ione, Councilor, Position 5","","","","City of Ione",18,,100022295,"Beverly Benson",12/9/2018 7:21:39 AM,1,128,1,0/1,
300024297,"City of Irrigon, Councilor, at Large (Vote For 3)","","","","City of Irrigon",19,,9901,"Write-in",12/9/2018 7:21:39 AM,3,38,0.0371819960861057,0/1,
300024297,"City of Irrigon, Councilor, at Large (Vote For 3)","","","","City of Irrigon",19,,300035025,"JoAnna Lamb",12/9/2018 7:21:39 AM,3,339,0.331702544031311,0/1,
300024297,"City of Irrigon, Councilor, at Large (Vote For 3)","","","","City of Irrigon",19,,100045177,"Margaret Anderson",12/9/2018 7:21:39 AM,3,316,0.309197651663405,0/1,
300024297,"City of Irrigon, Councilor, at Large (Vote For 3)","","","","City of Irrigon",19,,100045179,"Michelle Hagen",12/9/2018 7:21:39 AM,3,329,0.321917808219178,0/1,
300024302,"Town of Lexington, Mayor","","","","Town of Lexington",20,,9901,"Write-in",12/9/2018 7:21:39 AM,1,50,1,0/1,
300024299,"Town of Lexington, Councilor, Position 2","","","","Town of Lexington",21,,9901,"Write-in",12/9/2018 7:21:39 AM,1,54,1,0/1,
300024300,"Town of Lexington, Councilor, Position 3","","","","Town of Lexington",22,,9901,"Write-in",12/9/2018 7:21:39 AM,1,0,0,0/1,
300024301,"Town of Lexington, Councilor, Position 4","","","","Town of Lexington",23,,9901,"Write-in",12/9/2018 7:21:39 AM,1,9,0.108433734939759,0/1,
300024301,"Town of Lexington, Councilor, Position 4","","","","Town of Lexington",23,,300035026,"Barbara (Bobbi) Gordon",12/9/2018 7:21:39 AM,1,74,0.891566265060241,0/1,
