ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100038421,"US Representative, District 2","","","","US Congressional District 2",1,,9901,"Write-in",12/9/2018 7:21:23 AM,1,7,0.00182339150820526,304/381,
100038421,"US Representative, District 2","Democrat, Working Families","","","US Congressional District 2",1,,100060598,"Jamie McLeod-Skinner",12/9/2018 7:21:23 AM,1,770,0.200573065902579,304/381,
100038421,"US Representative, District 2","Independent","","","US Congressional District 2",1,,100060602,"Mark R Roberts",12/9/2018 7:21:23 AM,1,217,0.0565251367543631,304/381,
100038421,"US Representative, District 2","Republican","","","US Congressional District 2",1,,100061546,"Greg Walden",12/9/2018 7:21:23 AM,1,2845,0.741078405834853,304/381,
100038425,"Governor","","","","Statewide Partisan",4,,9901,"Write-in",12/9/2018 7:21:23 AM,1,7,0.00181676615624189,1002/1335,
100038425,"Governor","Constitution","","","Statewide Partisan",4,,100063718,"Aaron Auer",12/9/2018 7:21:23 AM,1,56,0.0145341292499351,1002/1335,
100038425,"Governor","Democrat, Working Families","","","Statewide Partisan",4,,300027544,"Kate Brown",12/9/2018 7:21:23 AM,1,649,0.168440176485855,1002/1335,
100038425,"Governor","Libertarian","","","Statewide Partisan",4,,100063719,"Nick Chen",12/9/2018 7:21:23 AM,1,48,0.012457825071373,1002/1335,
100038425,"Governor","Independent","","","Statewide Partisan",4,,100061848,"Patrick Starnes",12/9/2018 7:21:23 AM,1,151,0.0391902413703608,1002/1335,
100038425,"Governor","Progressive","","","Statewide Partisan",4,,100064101,"Chris Henry",12/9/2018 7:21:23 AM,1,19,0.00493122242408513,1002/1335,
100038425,"Governor","Republican","","","Statewide Partisan",4,,100060616,"Knute Buehler",12/9/2018 7:21:23 AM,1,2923,0.758629639242149,1002/1335,
100038321,"State Representative, 60th District","","","","HD 60",6,,9901,"Write-in",12/9/2018 7:21:23 AM,1,56,0.020253164556962,55/55,
100038321,"State Representative, 60th District","Republican, Democrat, Independent","","","HD 60",6,,100060664,"Lynn P Findley",12/9/2018 7:21:23 AM,1,2709,0.979746835443038,55/55,
100038493,"State Senator, 30th District","","","","SD 30",9,,9901,"Write-in",12/9/2018 7:21:23 AM,1,12,0.0032197477864234,93/93,
100038493,"State Senator, 30th District","Democrat","","","SD 30",9,,100063726,"Solea Kabakov",12/9/2018 7:21:23 AM,1,590,0.158304266165817,93/93,
100038493,"State Senator, 30th District","Republican","","","SD 30",9,,100063725,"Cliff Bentz",12/9/2018 7:21:23 AM,1,3125,0.83847598604776,93/93,
100037827,"County Clerk","","","","Grant County",10,,9901,"Write-in",12/9/2018 7:21:23 AM,1,23,0.00773889636608345,5/5,
100037827,"County Clerk","","","","Grant County",10,,100022565,"Brenda Percy",12/9/2018 7:21:23 AM,1,2949,0.992261103633917,5/5,
100037828,"County Commissioner #1","","","","Grant County",11,,9901,"Write-in",12/9/2018 7:21:23 AM,1,20,0.00534045393858478,5/5,
100037828,"County Commissioner #1","","","","Grant County",11,,100060922,"Gordon J Larson",12/9/2018 7:21:23 AM,1,1692,0.451802403204272,5/5,
100037828,"County Commissioner #1","","","","Grant County",11,,100060923,"Sam Palmer",12/9/2018 7:21:23 AM,1,2033,0.542857142857143,5/5,
100037829,"City Council - Canyon City (Vote For 3)","","","","Canyon City",12,,9901,"Write-in",12/9/2018 7:21:23 AM,3,13,0.0197869101978691,1/1,
100037829,"City Council - Canyon City (Vote For 3)","","","","Canyon City",12,,100063431,"Francis Kocis",12/9/2018 7:21:23 AM,3,202,0.307458143074581,1/1,
